epoch,train_acc,train_loss,test_acc,test_loss,test_ema_acc,test_ema_loss
64,0.9526333333333333,0.1428812051899731,0.9915,0.03130587206500877,0.9955,0.01765574666670909
65,0.9528333333333333,0.14564441428333522,0.9912,0.03165385777428128,0.9952,0.017907055413466422
66,0.9525666666666667,0.14414772111177446,0.9914,0.03125908586865989,0.9954,0.017434954529756398
67,0.9544666666666667,0.14210866482555867,0.9928,0.026024686621713044,0.995,0.017634018445945004
68,0.9535333333333333,0.14239065718278288,0.9592,0.11707080813869834,0.9947,0.01872791600897381
69,0.9538666666666666,0.14020011781156064,0.992,0.028129825481271836,0.9939,0.018972121027512914
70,0.9539666666666666,0.1393678922057152,0.9923,0.022087929299552344,0.9947,0.016630512970906237
71,0.9551666666666667,0.13626342690363527,0.9851,0.04836814399785362,0.9941,0.0173111323599951
72,0.9549166666666666,0.13765440345555544,0.9672,0.10148220876604319,0.9935,0.01835605389164266
73,0.9558666666666666,0.13404118065536022,0.9195,0.26740811571478845,0.9937,0.020244422715419205
74,0.95385,0.13790849068388342,0.9252,0.2312797944843769,0.9938,0.02026798722551757
75,0.9562666666666667,0.133237222507596,0.9889,0.034777749301458244,0.9939,0.020057678324956214
76,0.9564333333333334,0.13436529880389572,0.9897,0.03178029321855865,0.9943,0.01801167893581078
77,0.9556166666666667,0.13445275183953345,0.989,0.0348395882967161,0.9943,0.017984715498421792
78,0.95745,0.13066735411435365,0.9921,0.025281410155119373,0.9949,0.017088186568997115
79,0.9568,0.13388864814862608,0.96,0.10807778612338007,0.9949,0.01674228315298751
80,0.95715,0.1303836506009102,0.9549,0.11989407020993531,0.9946,0.01731758447629727
81,0.9562833333333334,0.129935246296227,0.9926,0.022193728417725652,0.9945,0.017797883579736662
82,0.9578,0.1295868855267763,0.9841,0.04852329719392583,0.9948,0.01649813303697374
83,0.9591,0.12509377202764155,0.9931,0.021365643967365032,0.9943,0.016344448290172293
84,0.9568166666666666,0.13011383297666906,0.9935,0.021705943259461492,0.9951,0.01590988535030192
85,0.9581333333333333,0.12601109848544,0.9923,0.022714995780639582,0.9947,0.016412803941045242
86,0.9590666666666666,0.12390944509208203,0.9935,0.019763372922709094,0.995,0.016127537051268518
87,0.9575833333333333,0.12590554271265864,0.9948,0.016009080260677364,0.9951,0.015328609877087729
88,0.9579833333333333,0.12838945281878114,0.9914,0.02722548846789141,0.9945,0.015108953945039503
89,0.9604166666666667,0.12104002148471772,0.9926,0.020441824181587437,0.995,0.015396928845567344
90,0.9598666666666666,0.12002967596426606,0.9928,0.023505339530187484,0.9948,0.01570121566551006
91,0.9592833333333334,0.12319164958409964,0.9942,0.019232076883148694,0.9946,0.015813495749837786
92,0.9599166666666666,0.11976178897172213,0.9943,0.01797371089193348,0.9944,0.015852388285023153
93,0.9597,0.12228192406520247,0.9934,0.021374729491863035,0.9947,0.01577228058626315
94,0.9590333333333333,0.12223021281138062,0.9933,0.021834935282811784,0.9945,0.015912060991428008
95,0.9591666666666666,0.1233876202441752,0.9946,0.015469569728902571,0.9954,0.01497687366531136
96,0.9592,0.12206266269460321,0.9941,0.016357769406447915,0.9955,0.014512426255545961
97,0.9596833333333333,0.12080520123615861,0.9927,0.023410764310581728,0.9954,0.01458536820608515
98,0.9594833333333334,0.11922831625118852,0.9933,0.019434807446523338,0.9956,0.014392871461817777
99,0.9605833333333333,0.11826832940801978,0.9928,0.02476732559254742,0.9955,0.014392471939709139
100,0.9595666666666667,0.12125728896260261,0.9918,0.026388497659325365,0.9953,0.015212185034113646
101,0.9596833333333333,0.12061600242555141,0.992,0.025304706960218026,0.9948,0.01580816137560396
102,0.9599833333333333,0.1205236003100872,0.9945,0.017391991983855406,0.9947,0.0159625514167401
103,0.9618666666666666,0.11437761386670173,0.9941,0.01985579608957778,0.9951,0.015593887867169542
104,0.9616166666666667,0.11775558391213417,0.9914,0.031043461089953782,0.9954,0.015003583685231206
105,0.9617166666666667,0.11394723140448332,0.9954,0.01524710275409052,0.9953,0.014579027607342141
106,0.9612166666666667,0.11627714972570538,0.995,0.015323790173019006,0.9955,0.014219319316113798
107,0.9606833333333333,0.11670647285133601,0.9946,0.018367010850059158,0.9953,0.014214564829386291
108,0.9612833333333334,0.11321942971274257,0.9953,0.015857095710834983,0.9957,0.014248281065179072
109,0.9624666666666667,0.11373686304688453,0.9947,0.01759790469569998,0.9956,0.013970676067396198
110,0.9603,0.11694971478357911,0.9953,0.015578652712718395,0.9956,0.01406441419728526
111,0.9612666666666667,0.11455435302481055,0.9945,0.018027880875328264,0.9958,0.01360950946252342
112,0.9613333333333334,0.11657267353497446,0.9949,0.015968936865865545,0.9959,0.01404627038297167
113,0.9618,0.11508265924453735,0.9465,0.13168677590042352,0.9955,0.014351192138572515
114,0.9613,0.11329199612140656,0.9955,0.014725834628994561,0.9955,0.01442351964819136
115,0.96305,0.1104585251007229,0.9905,0.029329357248265298,0.9957,0.014526331152477723
116,0.9624,0.11337124368175865,0.9934,0.02097838122039684,0.9957,0.014807168472532795
117,0.96165,0.1160788675583899,0.9882,0.04091214156709611,0.9955,0.015330298804332414
118,0.96275,0.11239604454301298,0.9936,0.019146373740935814,0.9954,0.015287692465506552
119,0.963,0.11115907128900289,0.8856,0.5070641603469849,0.9952,0.015921937790546507
120,0.96255,0.11021745571494103,0.9579,0.11015383543446661,0.9953,0.016323839160781062
121,0.9627166666666667,0.11127068881317972,0.9944,0.017832554509754118,0.9952,0.016257078413837008
122,0.9625666666666667,0.11409130864217877,0.9947,0.018362144259604973,0.9954,0.014984916243767656
123,0.96415,0.10927437804825604,0.9934,0.021534343974199146,0.9955,0.014783985387461144
124,0.9629666666666666,0.11104739049449563,0.9952,0.01584954205194663,0.9955,0.014567554781009675
125,0.9625833333333333,0.1119138336777687,0.9956,0.013337101148359579,0.9959,0.014100853956893844
126,0.9637,0.10978676106780767,0.9952,0.015212620832355242,0.9959,0.013631249589414437
127,0.9636333333333333,0.10999576565809548,0.9955,0.014728506109611772,0.9959,0.013356963735672252
128,0.9631333333333333,0.10853385116532445,0.9946,0.01579617132516978,0.9959,0.01320222496976021
129,0.96325,0.10950161626562477,0.9955,0.013873642858830863,0.9959,0.013034736677305772
130,0.9646666666666667,0.10799646193161606,0.9954,0.014255411490797997,0.9959,0.013055546421244799
131,0.9634333333333334,0.10965683328360319,0.9955,0.013638108958110934,0.996,0.013253697727024701
132,0.9652,0.1050960772447288,0.9955,0.014138907230948463,0.9961,0.01331845516537669
133,0.9632666666666667,0.10973799922317266,0.9957,0.014029501918063942,0.996,0.013288279764979961
134,0.96445,0.10667332005500793,0.9949,0.016586253766071424,0.9956,0.013171514991417098
135,0.9636333333333333,0.10765660911798478,0.9943,0.018061256643224624,0.9956,0.013151156453930526
136,0.9641833333333333,0.10952130680903792,0.9948,0.016363157287531068,0.9956,0.013461075356197397
137,0.9654166666666667,0.10447368397563696,0.9948,0.01594994502160989,0.9957,0.013615095803237637
138,0.9645666666666667,0.10737384169176221,0.994,0.01867568352186936,0.9952,0.01407781251981578
139,0.9648333333333333,0.10452972033247351,0.9947,0.0162668298596509,0.9955,0.014209578713462179
140,0.96535,0.1038584826029837,0.9952,0.016353007492634786,0.9955,0.014250924584051973
141,0.9653666666666667,0.10619872273132205,0.9949,0.016327506367844764,0.9954,0.014058634352417358
142,0.9658666666666667,0.10285001480206847,0.9915,0.028705945363384673,0.9952,0.014031383481120428
143,0.9651666666666666,0.10316581302322447,0.9939,0.020167286950410927,0.995,0.014457269048200033
144,0.9660666666666666,0.10418537683598697,0.9936,0.020528726121905493,0.9951,0.014556915297016531
145,0.96465,0.10517165067046881,0.9937,0.02058383559988579,0.9951,0.014894197669418645
146,0.9659166666666666,0.10164703606627881,0.9913,0.028855132667697035,0.9952,0.014870947653576877
147,0.9646833333333333,0.10597886736132205,0.9926,0.024556398037704638,0.9955,0.014891430584288172
148,0.9639,0.10566145737469196,0.9908,0.029682279002619907,0.9952,0.015160383700913372
149,0.9646666666666667,0.10673033507168293,0.9932,0.021779594189079945,0.9955,0.014729349223172903
150,0.9649666666666666,0.10430109464749694,0.9947,0.016424867256842845,0.9956,0.014465918427718862
151,0.9652666666666667,0.10528403089940548,0.9947,0.015699349476333738,0.9954,0.014079914327459846
152,0.9655166666666667,0.1042214496191591,0.9942,0.01606200625490601,0.9953,0.013688225347275875
153,0.9645833333333333,0.10562771196849643,0.9949,0.015377067506684397,0.9952,0.013655639505446742
154,0.9633666666666667,0.10831914006359875,0.9945,0.018611382251576287,0.9954,0.013484691116405883
155,0.9654,0.10295142272301018,0.9925,0.024621184098767117,0.9958,0.013775897968906065
156,0.96485,0.10725651522353291,0.9949,0.01606298806794439,0.9958,0.013828203611428763
157,0.9653,0.10123817675933242,0.9957,0.01403845613426529,0.9958,0.013748231910660252
158,0.9659666666666666,0.10317222017981112,0.9959,0.013614931788835747,0.996,0.013503761709200262
159,0.9649333333333333,0.10428392120450736,0.9957,0.013205574805244397,0.9961,0.013222104699152623
160,0.9665333333333334,0.10128051807358861,0.9959,0.013928576636893923,0.9962,0.013101121305231573
161,0.9660833333333333,0.10087979638576508,0.995,0.016036009059745993,0.9962,0.013006236558818272
162,0.9656166666666667,0.10213361087813974,0.9958,0.014038044883785916,0.996,0.01305422195650499
163,0.9660333333333333,0.10046794068068265,0.9959,0.01422035156471975,0.996,0.013288404035538406
164,0.9648833333333333,0.10383890347927809,0.9955,0.014067930836958112,0.9961,0.013314568101352052
165,0.9649833333333333,0.10198113428242504,0.9959,0.013660995814534544,0.9964,0.01331965995180144
166,0.9655,0.1023750386480242,0.9952,0.015064160886031458,0.9962,0.013206072843198854
167,0.9668833333333333,0.1003634322695434,0.9957,0.014134819038989008,0.9959,0.013295796484666425
168,0.96565,0.1031596809104085,0.9954,0.01477755736033214,0.996,0.01337070420204691
169,0.9663666666666667,0.10337442555651069,0.9961,0.01349558003169659,0.996,0.013455767880699568
170,0.96605,0.10287716078385711,0.9962,0.012943435454242718,0.9961,0.01335677605364981
171,0.9657666666666667,0.10204194571822882,0.996,0.01263376800763126,0.9961,0.013147853113470774
172,0.9656166666666667,0.10255497582256794,0.9957,0.012807015664955543,0.9961,0.01310167159615412
173,0.9658666666666667,0.10023544570803643,0.9962,0.013064784416083058,0.9963,0.012917747087121824
174,0.9667833333333333,0.10066084676235915,0.9962,0.013524926352125476,0.9965,0.012934729623528256
175,0.9663166666666667,0.09946179529372602,0.9962,0.01280323710463199,0.9964,0.012946198498340892
176,0.9667,0.09943648865632713,0.996,0.012576362638326828,0.9963,0.01289510609496756
177,0.967,0.09841579140350222,0.996,0.012810609411494624,0.9963,0.012891758844152718
178,0.9666333333333333,0.10070832517743111,0.9956,0.01404645093623185,0.9962,0.012959141628087308
179,0.9667166666666667,0.10063681546971202,0.9956,0.014816340319262962,0.9961,0.01305366478034557
180,0.9665333333333334,0.10046159575507045,0.9953,0.014153866968030343,0.9961,0.013306614905075549
181,0.9652833333333334,0.10316764427162707,0.9955,0.013889181406637363,0.9958,0.013304027810325351
182,0.9671166666666666,0.09755270374938846,0.9954,0.012947590292587846,0.996,0.01314052810089197
183,0.9666666666666667,0.10155356468260288,0.9961,0.012564038265836644,0.9964,0.012842031691521698
184,0.9656333333333333,0.10141273201070726,0.996,0.012294437222935812,0.9964,0.012580904639034997
185,0.9662166666666666,0.10259607951529325,0.9956,0.013553600208198987,0.9963,0.0126650892051548
186,0.9669666666666666,0.10058862232975661,0.9956,0.014307171859458321,0.996,0.012955548401463603
187,0.9660833333333333,0.10220176381990313,0.9957,0.012773578007514516,0.9959,0.012950595433989293
188,0.9661666666666666,0.10073566828668118,0.9963,0.01266682040446358,0.9961,0.012794341390914269
189,0.9651333333333333,0.10380306509509683,0.9961,0.0123378759449879,0.9962,0.012642524122687973
190,0.9664,0.09914135209284723,0.996,0.013008172804189599,0.9963,0.01254697026775466
191,0.9673833333333334,0.0976619125045836,0.9962,0.012234978840926487,0.9962,0.012567236371591206
192,0.9666166666666667,0.09943560779094696,0.9961,0.012829514442759319,0.9961,0.012475715212005526
193,0.9653833333333334,0.10184131403826177,0.9958,0.013094405142501273,0.9959,0.012505125945739564
194,0.9670333333333333,0.09999204861745238,0.9959,0.01302505347873921,0.9957,0.012644804905417913
195,0.9666166666666667,0.09905177370458841,0.9959,0.013360473606164306,0.9959,0.012752629233749759
196,0.96575,0.10225039110705257,0.9957,0.013190798845860626,0.9959,0.01285645539829784
197,0.9666666666666667,0.10097146251052617,0.9953,0.013373201407643137,0.9957,0.01290741433126641
198,0.9663,0.09907786402665078,0.9957,0.012666535234980984,0.9956,0.012871161776674854
199,0.96595,0.10127507450059056,0.9961,0.012520784292635654,0.9956,0.012698792123925159
200,0.9657166666666667,0.10056727032363415,0.9953,0.013495658768590147,0.9957,0.012713335653850664
201,0.9670666666666666,0.09890163042955101,0.9954,0.013819396926499394,0.9957,0.012851437037063079
202,0.96675,0.09748909378424286,0.9957,0.01309177854810514,0.9959,0.01294920116524736
203,0.9665666666666667,0.10048585592582822,0.9954,0.013496045169292302,0.9959,0.012962755947168262
204,0.9664333333333334,0.10063172001764178,0.9958,0.013356593737529692,0.9959,0.013015916302638288
205,0.9663,0.1010901039801538,0.9957,0.013457997437939411,0.9961,0.012945324886624802
206,0.9684666666666667,0.09449437236972154,0.996,0.012907924978637311,0.996,0.012980883106434703
207,0.9675333333333334,0.0984289808012545,0.9962,0.012731740553446797,0.9961,0.012926246955674287
208,0.9659833333333333,0.10140579617023468,0.9959,0.012135038203379736,0.996,0.012692164601983677
209,0.9665333333333334,0.0984070230871439,0.9962,0.011914918740456415,0.9961,0.01244170955840491
210,0.9665166666666667,0.09912074463255703,0.9961,0.012353707362091881,0.9962,0.012340299205694464
211,0.9674333333333334,0.09700191604346037,0.9959,0.012726747111320947,0.9963,0.012383797215918094
212,0.9667666666666667,0.10090936673246324,0.9962,0.012327486342355769,0.9963,0.01248654669634925
213,0.9674333333333334,0.09885359315015375,0.9962,0.01213997140666197,0.9964,0.012420592562753881
214,0.9673666666666667,0.097886017492041,0.9962,0.012527956187543168,0.9963,0.012432376524448046
215,0.9669333333333333,0.09935667276382447,0.9963,0.012569011972108456,0.9963,0.012507619694577444
216,0.96665,0.09924325312301517,0.9959,0.012828613827277877,0.9962,0.012523707530739557
217,0.9671833333333333,0.09877747328206897,0.9961,0.012224598082349075,0.9962,0.012481139989127768
218,0.96655,0.09899885436147451,0.9961,0.013168233281587163,0.9962,0.012521858903955945
219,0.9656166666666667,0.10137521787919104,0.9959,0.013087323322703013,0.9963,0.012685667309591735
220,0.9661,0.09886791102029382,0.9963,0.013139693299142892,0.9964,0.012746128863616831
221,0.9656666666666667,0.10227703609131276,0.9962,0.012807207660607674,0.9965,0.01282172350530891
222,0.9656833333333333,0.09942943762242794,0.9961,0.012761200099885173,0.9964,0.012755901403046664
223,0.9675833333333334,0.09676227241009473,0.9958,0.013763942328363555,0.9964,0.01279425814395654
224,0.9673,0.09927930130064487,0.996,0.0128982541126461,0.9962,0.012830808809840165
225,0.9675833333333334,0.09765616655349732,0.9958,0.01315180205354045,0.996,0.012796235725692896
226,0.9672666666666667,0.098737932164222,0.996,0.01280595236852605,0.996,0.012751127107252614
227,0.9660833333333333,0.10107206913083791,0.9963,0.012332417430254282,0.996,0.012666771826625336
228,0.9678333333333333,0.09471209912188351,0.9957,0.013164206028979606,0.9959,0.01266539174735044
229,0.9664,0.0990220344979316,0.9962,0.012489628510393232,0.9958,0.012683450279591852
230,0.96815,0.09470416485518217,0.9959,0.012909939545526867,0.9958,0.012631534453565109
231,0.9671333333333333,0.09909279762767255,0.9961,0.012396922795078353,0.996,0.012591147009527048
232,0.9666833333333333,0.09896480500884354,0.996,0.01210395075998713,0.996,0.012429365009909816
233,0.9684166666666667,0.09421218822710216,0.9963,0.011911438709672439,0.9962,0.01225364790052663
234,0.9673833333333334,0.09635347649082542,0.9964,0.01197316189693447,0.9963,0.012120940970904485
235,0.9677,0.09483388101682066,0.9963,0.012433278948421504,0.9962,0.012176716844636757
236,0.9655166666666667,0.10181080469116568,0.9963,0.012013284502585521,0.9962,0.012218596428048841
237,0.9662,0.09920141502097249,0.9962,0.012415970865611598,0.9962,0.01223350110732099
238,0.9663833333333334,0.09887872046232224,0.9958,0.012621886089404143,0.9962,0.012271336104238799
239,0.9665166666666667,0.09750272295624017,0.9957,0.012778929458798303,0.9961,0.012398735566785035
240,0.9671666666666666,0.09873121734522283,0.9954,0.012855274319883392,0.996,0.012434159505379284
241,0.9678166666666667,0.09840514773130417,0.996,0.012442112544318661,0.9959,0.012388169803627534
242,0.96675,0.10023851431533694,0.9961,0.012566814193472964,0.996,0.012337307233876344
243,0.96685,0.09882367005571722,0.9963,0.012388883535269997,0.9961,0.012287629742637364
244,0.9664666666666667,0.09654357631132007,0.996,0.012344800601928,0.9961,0.012303919467949526
245,0.9662,0.10028293989785016,0.9963,0.011834192015340705,0.9962,0.012156227503530317
246,0.9660666666666666,0.0982650983966887,0.9964,0.011943593979670368,0.9964,0.012058025990938404
247,0.9671333333333333,0.09710696098953485,0.9961,0.012549088490213762,0.9963,0.012144736351141546
248,0.9668,0.09839888091385364,0.9962,0.012683486527703281,0.9962,0.012277389050349485
249,0.96875,0.09496711080521344,0.9958,0.012608686994815798,0.9963,0.012365613325006053
250,0.9664833333333334,0.10168734183721244,0.9962,0.012151993141324056,0.9963,0.01232578331761033
251,0.9668,0.09805771311372519,0.9961,0.012391860095480297,0.9962,0.01230550335375483
252,0.9675333333333334,0.09780566476657987,0.996,0.012560351037258442,0.9962,0.012316706978264846
253,0.9668,0.10160658576153218,0.9961,0.012296398667971517,0.9962,0.012341438817380548
254,0.9664333333333334,0.09828076572157443,0.9962,0.012481780851423537,0.9962,0.012317018068913967
255,0.9664833333333334,0.10029099649190902,0.9959,0.01269411247352582,0.9962,0.012385469209488293
256,0.9668,0.09791418579779565,0.9961,0.012231672396997965,0.9962,0.012365237774076377
257,0.9670333333333333,0.0981999084185809,0.9962,0.012219766392562633,0.996,0.012310471290717032
258,0.96655,0.09912443869560957,0.9963,0.012446791930142354,0.9962,0.01225212911905146
259,0.9677333333333333,0.09727307536639274,0.996,0.01244674530451084,0.9962,0.012306054210777802
260,0.9669833333333333,0.09938789604604244,0.9961,0.01241638590213006,0.9961,0.012259883215700028
261,0.9678166666666667,0.09577918549999595,0.9962,0.012517174964443257,0.9961,0.012275954816284866
262,0.9670166666666666,0.09866265172883869,0.9962,0.01257679166228263,0.9961,0.012321263711864958
263,0.9680166666666666,0.0976254724599421,0.9962,0.012169243323685805,0.9962,0.012337826473398308
264,0.9684666666666667,0.09408755001425743,0.9963,0.01213106308625538,0.9962,0.01232116790373766
265,0.9662166666666666,0.10021064010821283,0.9962,0.012541200955249224,0.9963,0.01230482060532995
266,0.9670333333333333,0.09814327572472394,0.996,0.012676800383904265,0.9963,0.012364143677381435
267,0.9672666666666667,0.0974560198765248,0.9963,0.012329495760728604,0.9963,0.012395172271037154
268,0.96715,0.0980048797223717,0.9962,0.012429243577045782,0.9963,0.012420183858870587
269,0.9683,0.0945857608485967,0.9965,0.012271782829235234,0.9964,0.012394656620577734
270,0.9679333333333333,0.09544737008586526,0.9964,0.012142131131464338,0.9964,0.012338932295320773
271,0.968,0.09636405696161092,0.9963,0.012188735130841451,0.9964,0.012272531171118317
272,0.96795,0.09437098685093225,0.9964,0.012159281900849236,0.9964,0.01222925596055029
273,0.9669,0.09876825794577598,0.9963,0.012310139872859508,0.9964,0.01226348930787026
274,0.9676333333333333,0.09553428925946354,0.9966,0.012217786849824733,0.9965,0.0122872342772298
275,0.9682166666666666,0.09748349934443831,0.9966,0.012322994317099073,0.9966,0.012330295197540182
276,0.9680833333333333,0.0950302825793624,0.9965,0.012125441056688032,0.9966,0.012294469746741015
277,0.9679,0.09492631302587688,0.9967,0.012014713662409122,0.9965,0.01224153488957927
278,0.9671666666666666,0.09708734853938222,0.9966,0.012161168489035845,0.9965,0.012235022554015814
279,0.9674666666666667,0.0966157058365643,0.9966,0.01211714495070555,0.9966,0.012214744981463809
280,0.9673166666666667,0.0970739660244435,0.9966,0.012037610718880386,0.9966,0.012173932488907666
281,0.9676333333333333,0.09638810750097036,0.9964,0.01236798185124826,0.9966,0.012207270900096774
282,0.9685,0.0946515566073358,0.9961,0.012403850640028396,0.9965,0.012251805144647732
283,0.96845,0.09262922503985464,0.9961,0.012496228706479087,0.9962,0.012352036146123282
284,0.9676833333333333,0.09826580761186779,0.996,0.01250586463021682,0.9962,0.012396463163046064
285,0.9668166666666667,0.09744803917780519,0.996,0.012519933105742894,0.9962,0.012412816731906787
286,0.9688166666666667,0.09275293407589197,0.996,0.01242594605605882,0.9961,0.012418462124604047
287,0.9680833333333333,0.09541561024077237,0.9962,0.01226051242423091,0.9961,0.012393083512042722
288,0.9675166666666667,0.09779288235306739,0.9964,0.012088243982208952,0.9962,0.012305268840758799
289,0.9683166666666667,0.09671506903320551,0.9963,0.012110494442526033,0.9962,0.012250989811751423
290,0.9664166666666667,0.09828729622252286,0.9962,0.012226653271181932,0.9962,0.012221411421576704
291,0.9670833333333333,0.09699132600054144,0.9962,0.012274802249654385,0.9962,0.012254102072824026
292,0.9681333333333333,0.09442016007006168,0.9962,0.012307154306032317,0.9962,0.012286666588099251
293,0.9665333333333334,0.10014548080042004,0.9963,0.012166945003194997,0.9962,0.01227998586535432
294,0.9658833333333333,0.09990278152748942,0.9962,0.012250600695459071,0.9962,0.012296315712255819
295,0.9672,0.09745929104834795,0.9962,0.012255034793370215,0.9962,0.012314075966793098
296,0.9672666666666667,0.09722261025011539,0.9962,0.012203395444010312,0.9962,0.012305267882384214
297,0.9675666666666667,0.0967165273167193,0.9964,0.012209790975352007,0.9962,0.012291426759269598
298,0.9675333333333334,0.09641483308002352,0.9961,0.01240093362022526,0.9963,0.01230270636739806
299,0.9676333333333333,0.09852936897054315,0.9961,0.012480424717137794,0.9962,0.01234144661481332
